"circunscripcion","organismo","fecha","actos_procesales","presentaciones_abogados","causas_iniciadas"
"Diamante","Jdo Civ y Com Lab",2022-01-21,4,4,NA
"Diamante","Jdo Civ y Com Lab",2022-01-22,NA,6,NA
"Diamante","Jdo Civ y Com Lab",2022-01-23,1,2,NA
"Diamante","Jdo Civ y Com Lab",2022-01-24,2,NA,NA
"Diamante","Jdo Civ y Com Lab",2022-01-25,6,NA,NA
"Diamante","Jdo Civ y Com Lab",2022-01-26,1,NA,NA
"Diamante","Jdo Civ y Com Lab",2022-01-27,NA,1,NA
"Diamante","Jdo Civ y Com Lab",2022-01-28,6,1,NA
"Diamante","Jdo Civ y Com Lab",2022-01-30,1,2,NA
"Diamante","Jdo Civ y Com Lab",2022-01-31,5,1,NA
"Diamante","Jdo Civ y Com Lab",2022-02-01,156,133,4
"Diamante","Jdo Civ y Com Lab",2022-02-02,86,74,5
"Diamante","Jdo Civ y Com Lab",2022-02-03,1,40,NA
"Diamante","Jdo Civ y Com Lab",2022-02-04,49,46,2
"Diamante","Jdo Civ y Com Lab",2022-02-05,1,9,NA
"Diamante","Jdo Civ y Com Lab",2022-02-06,1,5,NA
"Diamante","Jdo Civ y Com Lab",2022-02-07,71,49,4
"Diamante","Jdo Civ y Com Lab",2022-02-08,77,55,1
"Diamante","Jdo Civ y Com Lab",2022-02-09,104,57,2
"Diamante","Jdo Civ y Com Lab",2022-02-10,56,45,3
"Diamante","Jdo Civ y Com Lab",2022-02-11,79,39,1
"Diamante","Jdo Civ y Com Lab",2022-02-12,NA,6,NA
"Diamante","Jdo Civ y Com Lab",2022-02-13,2,NA,1
"Diamante","Jdo Civ y Com Lab",2022-02-14,61,54,4
"Diamante","Jdo Civ y Com Lab",2022-02-15,65,24,2
"Diamante","Jdo Civ y Com Lab",2022-02-16,74,37,2
"Diamante","Jdo Civ y Com Lab",2022-02-17,92,54,1
"Diamante","Jdo Civ y Com Lab",2022-02-18,87,52,4
"Diamante","Jdo Civ y Com Lab",2022-02-19,NA,10,NA
"Diamante","Jdo Civ y Com Lab",2022-02-20,NA,1,NA
"Diamante","Jdo Civ y Com Lab",2022-02-21,110,47,4
"Diamante","Jdo Civ y Com Lab",2022-02-22,75,43,4
"Diamante","Jdo Civ y Com Lab",2022-02-23,79,37,1
"Diamante","Jdo Civ y Com Lab",2022-02-24,77,43,3
"Diamante","Jdo Civ y Com Lab",2022-02-25,63,53,1
"Diamante","Jdo Civ y Com Lab",2022-02-26,NA,7,NA
"Diamante","Jdo Civ y Com Lab",2022-02-27,2,1,NA
"Diamante","Jdo Civ y Com Lab",2022-02-28,NA,7,NA
"Diamante","Jdo Civ y Com Lab",2022-03-01,NA,37,NA
"Diamante","Jdo Civ y Com Lab",2022-03-02,95,23,NA
"Diamante","Jdo Civ y Com Lab",2022-03-03,77,51,1
"Diamante","Jdo Civ y Com Lab",2022-03-04,62,31,1
"Diamante","Jdo Civ y Com Lab",2022-03-05,NA,4,NA
"Diamante","Jdo Civ y Com Lab",2022-03-06,NA,3,NA
"Diamante","Jdo Civ y Com Lab",2022-03-07,137,60,1
"Diamante","Jdo Civ y Com Lab",2022-03-08,81,39,NA
"Diamante","Jdo Civ y Com Lab",2022-03-09,84,48,2
"Diamante","Jdo Civ y Com Lab",2022-03-10,95,48,3
"Diamante","Jdo Civ y Com Lab",2022-03-11,111,35,3
"Diamante","Jdo Civ y Com Lab",2022-03-12,NA,7,NA
"Diamante","Jdo Civ y Com Lab",2022-03-14,86,54,6
"Diamante","Jdo Civ y Com Lab",2022-03-15,82,46,2
"Diamante","Jdo Civ y Com Lab",2022-03-16,103,35,3
"Diamante","Jdo Civ y Com Lab",2022-03-17,76,56,3
"Diamante","Jdo Civ y Com Lab",2022-03-18,83,26,1
"Diamante","Jdo Civ y Com Lab",2022-03-19,NA,3,NA
"Diamante","Jdo Civ y Com Lab",2022-03-20,NA,2,NA
"Diamante","Jdo Civ y Com Lab",2022-03-21,82,33,5
"Diamante","Jdo Civ y Com Lab",2022-03-22,121,29,2
"Diamante","Jdo Civ y Com Lab",2022-03-23,70,22,NA
"Diamante","Jdo Civ y Com Lab",2022-03-24,1,3,NA
"Diamante","Jdo Civ y Com Lab",2022-03-25,64,12,1
"Diamante","Jdo Civ y Com Lab",2022-03-27,NA,2,NA
"Diamante","Jdo Civ y Com Lab",2022-03-28,64,5,2
"Diamante","Jdo Civ y Com Lab",2022-03-29,55,5,1
"Diamante","Jdo Civ y Com Lab",2022-03-30,65,4,1
"Diamante","Jdo Civ y Com Lab",2022-03-31,104,30,2
"Diamante","Jdo Civ y Com Lab",2022-04-01,65,25,1
"Diamante","Jdo Civ y Com Lab",2022-04-02,NA,1,NA
"Diamante","Jdo Civ y Com Lab",2022-04-03,NA,3,NA
"Diamante","Jdo Civ y Com Lab",2022-04-04,74,48,NA
"Diamante","Jdo Civ y Com Lab",2022-04-05,66,56,2
"Diamante","Jdo Civ y Com Lab",2022-04-06,89,62,NA
"Diamante","Jdo Civ y Com Lab",2022-04-07,22,39,1
"Diamante","Jdo Civ y Com Lab",2022-04-08,92,30,NA
"Diamante","Jdo Civ y Com Lab",2022-04-09,NA,4,NA
"Diamante","Jdo Civ y Com Lab",2022-04-10,NA,2,NA
"Diamante","Jdo Civ y Com Lab",2022-04-11,95,43,2
"Diamante","Jdo Civ y Com Lab",2022-04-12,105,30,NA
"Diamante","Jdo Civ y Com Lab",2022-04-13,78,43,1
"Diamante","Jdo Civ y Com Lab",2022-04-14,NA,8,NA
"Diamante","Jdo Civ y Com Lab",2022-04-15,NA,1,NA
"Diamante","Jdo Civ y Com Lab",2022-04-16,NA,1,NA
"Diamante","Jdo Civ y Com Lab",2022-04-18,69,36,1
"Diamante","Jdo Civ y Com Lab",2022-04-19,62,41,1
"Diamante","Jdo Civ y Com Lab",2022-04-20,111,51,6
"Diamante","Jdo Civ y Com Lab",2022-04-21,73,42,3
"Diamante","Jdo Civ y Com Lab",2022-04-22,65,27,1
"Diamante","Jdo Civ y Com Lab",2022-04-23,NA,2,NA
"Diamante","Jdo Civ y Com Lab",2022-04-25,70,23,3
"Diamante","Jdo Civ y Com Lab",2022-04-26,60,37,3
"Diamante","Jdo Civ y Com Lab",2022-04-27,66,46,2
"Diamante","Jdo Civ y Com Lab",2022-04-28,87,37,2
"Diamante","Jdo Civ y Com Lab",2022-04-29,71,42,NA
"Diamante","Jdo Civ y Com Lab",2022-04-30,NA,4,NA
"Diamante","Jdo Civ y Com Lab",2022-05-01,NA,7,NA
"Diamante","Jdo Civ y Com Lab",2022-05-02,77,50,4
"Diamante","Jdo Civ y Com Lab",2022-05-03,86,40,1
"Diamante","Jdo Civ y Com Lab",2022-05-04,67,35,NA
"Diamante","Jdo Civ y Com Lab",2022-05-05,93,26,3
"Diamante","Jdo Civ y Com Lab",2022-05-06,24,15,NA
"Diamante","Jdo Civ y Com Lab",2022-05-07,NA,2,NA
"Diamante","Jdo Civ y Com Lab",2022-05-08,NA,5,NA
"Diamante","Jdo Civ y Com Lab",2022-05-09,19,25,NA
"Diamante","Jdo Civ y Com Lab",2022-05-10,22,10,1
"Diamante","Jdo Civ y Com Lab",2022-05-11,33,25,1
"Diamante","Jdo Civ y Com Lab",2022-05-12,54,10,1
"Diamante","Jdo Civ y Com Lab",2022-05-13,56,1,3
"Diamante","Jdo Civ y Com Lab",2022-05-16,66,2,NA
"Diamante","Jdo Civ y Com Lab",2022-05-17,97,NA,4
"Diamante","Jdo Civ y Com Lab",2022-05-19,53,37,3
"Diamante","Jdo Civ y Com Lab",2022-05-20,33,41,NA
"Diamante","Jdo Civ y Com Lab",2022-05-22,NA,1,NA
"Diamante","Jdo Civ y Com Lab",2022-05-23,82,39,NA
"Diamante","Jdo Civ y Com Lab",2022-05-24,53,36,1
"Diamante","Jdo Civ y Com Lab",2022-05-25,NA,4,NA
"Diamante","Jdo Civ y Com Lab",2022-05-26,44,32,NA
"Diamante","Jdo Civ y Com Lab",2022-05-27,45,21,1
"Diamante","Jdo Civ y Com Lab",2022-05-28,NA,8,NA
"Diamante","Jdo Civ y Com Lab",2022-05-30,92,32,2
"Diamante","Jdo Civ y Com Lab",2022-05-31,88,47,2
"Diamante","Jdo Civ y Com Lab",2022-06-01,100,66,2
"Diamante","Jdo Civ y Com Lab",2022-06-02,58,40,1
"Diamante","Jdo Civ y Com Lab",2022-06-03,37,34,1
"Diamante","Jdo Civ y Com Lab",2022-06-05,NA,2,NA
"Diamante","Jdo Civ y Com Lab",2022-06-06,40,89,1
"Diamante","Jdo Civ y Com Lab",2022-06-07,70,17,1
"Diamante","Jdo Civ y Com Lab",2022-06-08,76,38,1
"Diamante","Jdo Civ y Com Lab",2022-06-09,66,25,NA
"Diamante","Jdo Civ y Com Lab",2022-06-10,58,13,NA
"Diamante","Jdo Civ y Com Lab",2022-06-13,90,18,1
"Diamante","Jdo Civ y Com Lab",2022-06-14,74,9,4
"Diamante","Jdo Civ y Com Lab",2022-06-15,107,4,2
"Diamante","Jdo Civ y Com Lab",2022-06-16,39,13,NA
"Diamante","Jdo Civ y Com Lab",2022-06-17,NA,5,NA
"Diamante","Jdo Civ y Com Lab",2022-06-21,80,8,5
"Diamante","Jdo Civ y Com Lab",2022-06-22,74,2,4
"Diamante","Jdo Civ y Com Lab",2022-06-23,77,28,NA
"Diamante","Jdo Civ y Com Lab",2022-06-24,49,16,NA
"Diamante","Jdo Civ y Com Lab",2022-06-25,NA,6,NA
"Diamante","Jdo Civ y Com Lab",2022-06-26,NA,2,NA
"Diamante","Jdo Civ y Com Lab",2022-06-27,69,43,2
"Diamante","Jdo Civ y Com Lab",2022-06-28,112,41,NA
"Diamante","Jdo Civ y Com Lab",2022-06-29,82,34,2
"Diamante","Jdo Civ y Com Lab",2022-06-30,66,36,1
"Diamante","Jdo Civ y Com Lab",2022-07-01,41,26,3
"Diamante","Jdo Civ y Com Lab",2022-07-02,NA,2,NA
"Diamante","Jdo Civ y Com Lab",2022-07-03,NA,1,NA
"Diamante","Jdo Civ y Com Lab",2022-07-04,47,23,NA
"Diamante","Jdo Civ y Com Lab",2022-07-05,65,26,3
"Diamante","Jdo Civ y Com Lab",2022-07-06,79,14,2
"Diamante","Jdo Civ y Com Lab",2022-07-07,77,7,4
"Diamante","Jdo Civ y Com Lab",2022-07-08,75,11,1
"Diamante","Jdo Civ y Com Lab",2022-07-11,NA,5,NA
"Diamante","Jdo Civ y Com Lab",2022-07-12,2,NA,NA
"Diamante","Jdo Civ y Com Lab",2022-07-13,1,NA,NA
"Diamante","Jdo Civ y Com Lab",2022-07-20,2,4,NA
"Diamante","Jdo Civ y Com Lab",2022-07-21,2,2,1
"Diamante","Jdo Civ y Com Lab",2022-07-22,4,NA,NA
"Diamante","Jdo Civ y Com Lab",2022-07-25,82,22,2
"Diamante","Jdo Civ y Com Lab",2022-07-26,62,7,2
"Federación","Jdo Civ y Com Lab Fam",2021-01-04,2,4,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-05,1,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-06,10,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-07,4,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-08,5,3,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-10,2,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-11,3,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-12,7,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-13,3,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-14,6,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-15,2,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-18,6,4,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-19,6,3,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-20,9,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-21,9,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-22,15,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-25,4,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-01-29,4,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-01,23,32,2
"Federación","Jdo Civ y Com Lab Fam",2021-02-02,31,10,3
"Federación","Jdo Civ y Com Lab Fam",2021-02-03,NA,6,1
"Federación","Jdo Civ y Com Lab Fam",2021-02-04,40,15,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-05,61,9,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-06,1,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-08,44,32,2
"Federación","Jdo Civ y Com Lab Fam",2021-02-09,52,15,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-10,57,25,2
"Federación","Jdo Civ y Com Lab Fam",2021-02-11,41,22,2
"Federación","Jdo Civ y Com Lab Fam",2021-02-12,42,38,1
"Federación","Jdo Civ y Com Lab Fam",2021-02-13,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-15,NA,5,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-16,NA,17,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-17,37,26,9
"Federación","Jdo Civ y Com Lab Fam",2021-02-18,41,32,5
"Federación","Jdo Civ y Com Lab Fam",2021-02-19,50,30,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-20,1,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-21,NA,3,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-22,49,28,2
"Federación","Jdo Civ y Com Lab Fam",2021-02-23,37,17,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-24,33,11,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-25,33,14,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-26,27,25,NA
"Federación","Jdo Civ y Com Lab Fam",2021-02-27,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-01,18,21,3
"Federación","Jdo Civ y Com Lab Fam",2021-03-02,35,11,4
"Federación","Jdo Civ y Com Lab Fam",2021-03-03,42,22,2
"Federación","Jdo Civ y Com Lab Fam",2021-03-04,31,16,3
"Federación","Jdo Civ y Com Lab Fam",2021-03-05,39,12,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-06,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-07,NA,6,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-08,25,16,4
"Federación","Jdo Civ y Com Lab Fam",2021-03-09,28,24,1
"Federación","Jdo Civ y Com Lab Fam",2021-03-10,27,8,1
"Federación","Jdo Civ y Com Lab Fam",2021-03-11,49,12,2
"Federación","Jdo Civ y Com Lab Fam",2021-03-12,17,5,3
"Federación","Jdo Civ y Com Lab Fam",2021-03-13,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-14,2,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-15,24,11,2
"Federación","Jdo Civ y Com Lab Fam",2021-03-16,23,25,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-17,54,9,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-18,15,19,1
"Federación","Jdo Civ y Com Lab Fam",2021-03-19,26,11,1
"Federación","Jdo Civ y Com Lab Fam",2021-03-21,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-22,44,4,2
"Federación","Jdo Civ y Com Lab Fam",2021-03-23,34,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-24,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-25,54,NA,3
"Federación","Jdo Civ y Com Lab Fam",2021-03-26,72,46,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-27,1,4,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-28,1,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-29,19,29,2
"Federación","Jdo Civ y Com Lab Fam",2021-03-30,24,16,NA
"Federación","Jdo Civ y Com Lab Fam",2021-03-31,18,23,4
"Federación","Jdo Civ y Com Lab Fam",2021-04-01,NA,3,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-03,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-04,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-05,59,21,2
"Federación","Jdo Civ y Com Lab Fam",2021-04-06,44,45,2
"Federación","Jdo Civ y Com Lab Fam",2021-04-07,26,35,2
"Federación","Jdo Civ y Com Lab Fam",2021-04-08,31,32,1
"Federación","Jdo Civ y Com Lab Fam",2021-04-09,57,14,2
"Federación","Jdo Civ y Com Lab Fam",2021-04-10,2,6,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-11,2,12,1
"Federación","Jdo Civ y Com Lab Fam",2021-04-12,44,22,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-13,55,22,3
"Federación","Jdo Civ y Com Lab Fam",2021-04-14,42,24,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-15,44,21,1
"Federación","Jdo Civ y Com Lab Fam",2021-04-16,22,20,1
"Federación","Jdo Civ y Com Lab Fam",2021-04-17,NA,3,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-19,39,18,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-20,46,36,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-21,43,42,3
"Federación","Jdo Civ y Com Lab Fam",2021-04-22,38,29,3
"Federación","Jdo Civ y Com Lab Fam",2021-04-23,39,23,2
"Federación","Jdo Civ y Com Lab Fam",2021-04-24,1,4,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-25,1,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-26,22,30,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-27,38,25,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-28,42,25,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-29,32,21,NA
"Federación","Jdo Civ y Com Lab Fam",2021-04-30,41,10,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-01,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-03,32,39,1
"Federación","Jdo Civ y Com Lab Fam",2021-05-04,37,28,1
"Federación","Jdo Civ y Com Lab Fam",2021-05-05,36,9,2
"Federación","Jdo Civ y Com Lab Fam",2021-05-06,31,24,2
"Federación","Jdo Civ y Com Lab Fam",2021-05-07,47,19,1
"Federación","Jdo Civ y Com Lab Fam",2021-05-08,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-10,50,27,1
"Federación","Jdo Civ y Com Lab Fam",2021-05-11,47,43,1
"Federación","Jdo Civ y Com Lab Fam",2021-05-12,34,22,2
"Federación","Jdo Civ y Com Lab Fam",2021-05-13,14,23,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-14,43,14,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-15,1,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-17,36,21,3
"Federación","Jdo Civ y Com Lab Fam",2021-05-18,44,24,2
"Federación","Jdo Civ y Com Lab Fam",2021-05-19,44,15,4
"Federación","Jdo Civ y Com Lab Fam",2021-05-20,30,3,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-21,36,7,2
"Federación","Jdo Civ y Com Lab Fam",2021-05-24,NA,3,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-25,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-26,50,11,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-27,6,5,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-28,31,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-29,1,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-05-31,14,14,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-01,20,4,2
"Federación","Jdo Civ y Com Lab Fam",2021-06-02,42,4,4
"Federación","Jdo Civ y Com Lab Fam",2021-06-03,25,2,1
"Federación","Jdo Civ y Com Lab Fam",2021-06-04,28,4,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-07,7,9,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-08,22,NA,3
"Federación","Jdo Civ y Com Lab Fam",2021-06-09,29,16,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-10,18,17,2
"Federación","Jdo Civ y Com Lab Fam",2021-06-11,26,19,2
"Federación","Jdo Civ y Com Lab Fam",2021-06-12,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-13,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-14,33,10,4
"Federación","Jdo Civ y Com Lab Fam",2021-06-15,57,6,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-16,30,13,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-17,58,10,1
"Federación","Jdo Civ y Com Lab Fam",2021-06-18,56,11,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-19,2,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-21,2,4,1
"Federación","Jdo Civ y Com Lab Fam",2021-06-22,27,3,1
"Federación","Jdo Civ y Com Lab Fam",2021-06-23,50,6,2
"Federación","Jdo Civ y Com Lab Fam",2021-06-24,31,18,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-25,19,9,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-26,1,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-28,29,11,2
"Federación","Jdo Civ y Com Lab Fam",2021-06-29,28,19,NA
"Federación","Jdo Civ y Com Lab Fam",2021-06-30,35,14,3
"Federación","Jdo Civ y Com Lab Fam",2021-07-01,26,14,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-02,25,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-05,33,10,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-06,35,8,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-07,31,5,1
"Federación","Jdo Civ y Com Lab Fam",2021-07-08,44,16,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-09,1,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-13,4,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-14,4,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-15,4,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-16,2,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-19,4,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-20,2,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-21,2,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-22,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-23,7,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-24,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-25,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-26,71,31,7
"Federación","Jdo Civ y Com Lab Fam",2021-07-27,39,25,NA
"Federación","Jdo Civ y Com Lab Fam",2021-07-28,43,18,1
"Federación","Jdo Civ y Com Lab Fam",2021-07-29,47,24,1
"Federación","Jdo Civ y Com Lab Fam",2021-07-30,60,7,1
"Federación","Jdo Civ y Com Lab Fam",2021-07-31,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-08-02,36,10,1
"Federación","Jdo Civ y Com Lab Fam",2021-08-03,40,4,1
"Federación","Jdo Civ y Com Lab Fam",2021-08-04,35,NA,1
"Federación","Jdo Civ y Com Lab Fam",2021-08-05,35,13,2
"Federación","Jdo Civ y Com Lab Fam",2021-08-06,23,35,1
"Federación","Jdo Civ y Com Lab Fam",2021-08-07,NA,5,NA
"Federación","Jdo Civ y Com Lab Fam",2021-08-08,1,3,NA
"Federación","Jdo Civ y Com Lab Fam",2021-08-09,49,26,1
"Federación","Jdo Civ y Com Lab Fam",2021-08-10,22,37,1
"Federación","Jdo Civ y Com Lab Fam",2021-08-11,46,22,NA
"Federación","Jdo Civ y Com Lab Fam",2021-08-12,47,33,NA
"Federación","Jdo Civ y Com Lab Fam",2021-08-13,29,9,3
"Federación","Jdo Civ y Com Lab Fam",2021-08-14,1,6,NA
"Federación","Jdo Civ y Com Lab Fam",2021-08-16,2,7,NA
"Federación","Jdo Civ y Com Lab Fam",2021-08-17,37,26,NA
"Federación","Jdo Civ y Com Lab Fam",2021-08-18,36,21,2
"Federación","Jdo Civ y Com Lab Fam",2021-08-19,35,38,NA
"Federación","Jdo Civ y Com Lab Fam",2021-08-20,43,39,1
"Federación","Jdo Civ y Com Lab Fam",2021-08-21,NA,2,1
"Federación","Jdo Civ y Com Lab Fam",2021-08-23,11,30,NA
"Federación","Jdo Civ y Com Lab Fam",2021-08-24,50,10,1
"Federación","Jdo Civ y Com Lab Fam",2021-08-25,48,20,1
"Federación","Jdo Civ y Com Lab Fam",2021-08-26,42,35,3
"Federación","Jdo Civ y Com Lab Fam",2021-08-27,52,17,1
"Federación","Jdo Civ y Com Lab Fam",2021-08-29,1,7,NA
"Federación","Jdo Civ y Com Lab Fam",2021-08-30,2,17,3
"Federación","Jdo Civ y Com Lab Fam",2021-08-31,51,34,4
"Federación","Jdo Civ y Com Lab Fam",2021-09-01,51,25,3
"Federación","Jdo Civ y Com Lab Fam",2021-09-02,29,15,NA
"Federación","Jdo Civ y Com Lab Fam",2021-09-03,70,30,2
"Federación","Jdo Civ y Com Lab Fam",2021-09-04,NA,6,NA
"Federación","Jdo Civ y Com Lab Fam",2021-09-06,25,14,4
"Federación","Jdo Civ y Com Lab Fam",2021-09-07,43,13,NA
"Federación","Jdo Civ y Com Lab Fam",2021-09-08,18,25,1
"Federación","Jdo Civ y Com Lab Fam",2021-09-09,31,20,NA
"Federación","Jdo Civ y Com Lab Fam",2021-09-10,39,21,NA
"Federación","Jdo Civ y Com Lab Fam",2021-09-12,NA,2,NA
"Federación","Jdo Civ y Com Lab Fam",2021-09-13,46,25,NA
"Federación","Jdo Civ y Com Lab Fam",2021-09-14,45,36,1
"Federación","Jdo Civ y Com Lab Fam",2021-09-15,29,16,3
"Federación","Jdo Civ y Com Lab Fam",2021-09-16,45,24,1
"Federación","Jdo Civ y Com Lab Fam",2021-09-17,26,4,2
"Federación","Jdo Civ y Com Lab Fam",2021-09-20,87,38,NA
"Federación","Jdo Civ y Com Lab Fam",2021-09-21,45,22,2
"Federación","Jdo Civ y Com Lab Fam",2021-09-22,41,15,1
"Federación","Jdo Civ y Com Lab Fam",2021-09-23,43,6,2
"Federación","Jdo Civ y Com Lab Fam",2021-09-24,59,17,1
"Federación","Jdo Civ y Com Lab Fam",2021-09-25,NA,6,NA
"Federación","Jdo Civ y Com Lab Fam",2021-09-26,1,NA,NA
"Federación","Jdo Civ y Com Lab Fam",2021-09-27,38,2,1
"Federación","Jdo Civ y Com Lab Fam",2021-09-28,28,1,2
"Federación","Jdo Civ y Com Lab Fam",2021-09-30,53,1,2
"Federación","Jdo Civ y Com Lab Fam",2021-10-01,30,31,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-02,2,5,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-04,60,25,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-05,54,32,3
"Federación","Jdo Civ y Com Lab Fam",2021-10-06,48,30,1
"Federación","Jdo Civ y Com Lab Fam",2021-10-07,52,26,1
"Federación","Jdo Civ y Com Lab Fam",2021-10-08,NA,4,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-10,NA,1,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-11,NA,9,NA
"Federación","Jdo Civ y Com Lab Fam",2021-10-12,28,29,NA
